lag,true_lag,is_within_ar_order,true_lag_within_ar_order,mean_abs_delta,mean_squared_delta,mse_to_conditional_mean_after_perturb,mse_increase_to_conditional_mean
1.0,2.0,1.0,1.0,0.7123547196388245,1.2662122249603271,4.609024524688721,-1.0954866409301758
2.0,3.0,1.0,1.0,0.7301653027534485,1.2883081436157227,4.323480606079102,-1.381030559539795
3.0,4.0,1.0,0.0,0.5851109027862549,0.8681040406227112,5.541604518890381,-0.16290664672851562
4.0,5.0,0.0,0.0,0.2782116234302521,0.225111186504364,5.465876579284668,-0.23863458633422852
5.0,6.0,0.0,0.0,0.20996449887752533,0.1381375938653946,5.56057071685791,-0.14394044876098633
6.0,7.0,0.0,0.0,0.1611059606075287,0.08076875656843185,5.471441268920898,-0.23306989669799805
7.0,8.0,0.0,0.0,0.13056719303131104,0.058444518595933914,5.608508586883545,-0.09600257873535156
8.0,9.0,0.0,0.0,0.12481114268302917,0.04973564296960831,5.516355037689209,-0.1881561279296875
9.0,10.0,0.0,0.0,0.11325445771217346,0.038543570786714554,5.579981803894043,-0.12452936172485352
10.0,11.0,0.0,0.0,0.1097000241279602,0.03663144260644913,5.570417881011963,-0.1340932846069336
11.0,12.0,0.0,0.0,0.10158384591341019,0.03248482197523117,5.6112060546875,-0.09330511093139648
12.0,13.0,0.0,0.0,0.09707063436508179,0.029865358024835587,5.589973449707031,-0.11453771591186523
13.0,14.0,0.0,0.0,0.08489208668470383,0.02435712143778801,5.633502960205078,-0.07100820541381836
14.0,15.0,0.0,0.0,0.08239717036485672,0.02133147418498993,5.607722759246826,-0.09678840637207031
15.0,16.0,0.0,0.0,0.07417590916156769,0.0162876695394516,5.673282623291016,-0.03122854232788086
16.0,17.0,0.0,0.0,0.07613883912563324,0.018940934911370277,5.617717742919922,-0.08679342269897461
17.0,18.0,0.0,0.0,0.0746002048254013,0.01777496002614498,5.662057399749756,-0.042453765869140625
18.0,19.0,0.0,0.0,0.07200788706541061,0.01553561631590128,5.625499725341797,-0.07901144027709961
19.0,20.0,0.0,0.0,0.07159142196178436,0.015231413766741753,5.675207138061523,-0.029304027557373047
20.0,21.0,0.0,0.0,0.07249299436807632,0.01533396728336811,5.642230033874512,-0.062281131744384766
21.0,22.0,0.0,0.0,0.07723268121480942,0.01812739297747612,5.6627516746521,-0.041759490966796875
22.0,23.0,0.0,0.0,0.0835684984922409,0.021975135430693626,5.6034440994262695,-0.10106706619262695
23.0,24.0,0.0,0.0,0.0882016196846962,0.024120137095451355,5.659825801849365,-0.04468536376953125
24.0,25.0,0.0,0.0,0.09026239067316055,0.023314880207180977,5.603575229644775,-0.1009359359741211
25.0,26.0,0.0,0.0,0.09403723478317261,0.02683410607278347,5.620606422424316,-0.08390474319458008
26.0,27.0,0.0,0.0,0.09478697180747986,0.025738153606653214,5.592745304107666,-0.11176586151123047
27.0,28.0,0.0,0.0,0.09737710654735565,0.026524154469370842,5.619923114776611,-0.08458805084228516
28.0,29.0,0.0,0.0,0.08935438096523285,0.023485394194722176,5.626090049743652,-0.07842111587524414
29.0,30.0,0.0,0.0,0.08491012454032898,0.020886436104774475,5.637002468109131,-0.06750869750976562
30.0,31.0,0.0,0.0,0.08051186800003052,0.02002652734518051,5.615588665008545,-0.08892250061035156
31.0,32.0,0.0,0.0,0.07305629551410675,0.014594653621315956,5.677513599395752,-0.02699756622314453
32.0,33.0,0.0,0.0,0.06722640991210938,0.012561095878481865,5.662991523742676,-0.0415196418762207
