layer,lag,is_within_ar_order,context_normalized_attention,raw_attention
0.0,1.0,1.0,0.5511588454246521,0.4338746964931488
0.0,2.0,0.0,0.38433173298835754,0.323092520236969
0.0,3.0,0.0,0.0023720641620457172,0.0009677002090029418
0.0,4.0,0.0,0.00014557728718500584,4.798695590579882e-05
0.0,5.0,0.0,6.871945515740663e-05,2.360855069127865e-05
0.0,6.0,0.0,0.0027066937182098627,4.29463543696329e-05
0.0,7.0,0.0,0.009309910237789154,7.04142585163936e-05
0.0,8.0,0.0,5.2520605095196515e-05,4.327623173594475e-06
0.0,9.0,0.0,2.1388023796475863e-08,1.13746754237809e-08
0.0,10.0,0.0,2.928365189225346e-11,1.5707591477509553e-11
0.0,11.0,0.0,2.320293263080586e-12,4.941132680964799e-13
0.0,12.0,0.0,3.905285268501757e-07,1.32034727595709e-09
0.0,13.0,0.0,0.008313762955367565,5.970299753244035e-05
0.0,14.0,0.0,0.0011692799162119627,4.129191893298412e-06
0.0,15.0,0.0,8.78274022397818e-08,5.0663938822026466e-08
0.0,16.0,0.0,1.1905686159163764e-10,4.4462350468066347e-13
0.0,17.0,0.0,5.518154266859199e-10,2.870551235947816e-12
0.0,18.0,0.0,0.00010540588846197352,1.6191527008047046e-09
0.0,19.0,0.0,0.03428557887673378,1.964923649211414e-05
0.0,20.0,0.0,0.00577341066673398,2.0589450286934152e-05
0.0,21.0,0.0,0.00020165090973023325,0.00019939313642680645
0.0,22.0,0.0,2.7416326986440254e-08,1.1520320697400166e-08
0.0,23.0,0.0,3.181151564390916e-09,1.454653064669742e-09
0.0,24.0,0.0,3.838424245117267e-09,1.6519691170557849e-09
0.0,25.0,0.0,1.3201849391464293e-08,4.938693454192844e-09
0.0,26.0,0.0,2.655038144894206e-07,4.895130079063392e-09
0.0,27.0,0.0,1.3812129964207998e-06,8.638056492316082e-09
0.0,28.0,0.0,1.2748821442976066e-10,6.430239153643047e-12
0.0,29.0,0.0,4.5153557813332884e-14,1.0306090426600092e-14
0.0,30.0,0.0,6.106404512357284e-15,2.8019672547648924e-16
0.0,31.0,0.0,9.0405834944976e-13,2.3262709575484763e-15
0.0,32.0,0.0,1.9769819559201096e-08,6.86160850360551e-11
1.0,1.0,1.0,0.2260836362838745,0.19985488057136536
1.0,2.0,0.0,0.10608252882957458,0.09283773601055145
1.0,3.0,0.0,0.024001309648156166,0.02111242339015007
1.0,4.0,0.0,0.025213029235601425,0.021428247913718224
1.0,5.0,0.0,0.03356817364692688,0.02706872671842575
1.0,6.0,0.0,0.04058937355875969,0.03150331974029541
1.0,7.0,0.0,0.030869103968143463,0.02637258730828762
1.0,8.0,0.0,0.022813089191913605,0.020613176748156548
1.0,9.0,0.0,0.019893420860171318,0.018584640696644783
1.0,10.0,0.0,0.02065190114080906,0.019517676904797554
1.0,11.0,0.0,0.023146405816078186,0.021772142499685287
1.0,12.0,0.0,0.025840014219284058,0.02369489148259163
1.0,13.0,0.0,0.02600681036710739,0.02373424544930458
1.0,14.0,0.0,0.022129781544208527,0.020406648516654968
1.0,15.0,0.0,0.018752269446849823,0.017683302983641624
1.0,16.0,0.0,0.01825275830924511,0.017361976206302643
1.0,17.0,0.0,0.020320530980825424,0.01920771412551403
1.0,18.0,0.0,0.02353636361658573,0.021313464269042015
1.0,19.0,0.0,0.026103109121322632,0.02266167290508747
1.0,20.0,0.0,0.023936590179800987,0.021094119176268578
1.0,21.0,0.0,0.018405694514513016,0.016819920390844345
1.0,22.0,0.0,0.01722567155957222,0.015995999798178673
1.0,23.0,0.0,0.01861996203660965,0.0172916017472744
1.0,24.0,0.0,0.021681884303689003,0.019333571195602417
1.0,25.0,0.0,0.02403649501502514,0.020406372845172882
1.0,26.0,0.0,0.021164383739233017,0.01831081695854664
1.0,27.0,0.0,0.01764068566262722,0.015703873708844185
1.0,28.0,0.0,0.01655433140695095,0.015041043981909752
1.0,29.0,0.0,0.016937384381890297,0.015747254714369774
1.0,30.0,0.0,0.018527338281273842,0.017078708857297897
1.0,31.0,0.0,0.01601061038672924,0.013720490038394928
1.0,32.0,0.0,0.015405366197228432,0.012379047460854053
