test_ar_order,lag,strength,is_within_ar_order,base_mse_to_conditional_mean,mse_after_gaussian_perturbation,mse_increase_after_gaussian_perturbation
1,1,0.0,1,0.1490195095539093,0.1490195095539093,0.0
1,1,0.25,1,0.1490195095539093,0.176211416721344,0.027191907167434692
1,1,0.5,1,0.1490195095539093,0.2576155662536621,0.10859605669975281
1,1,1.0,1,0.1490195095539093,0.5658367872238159,0.4168172776699066
1,1,2.0,1,0.1490195095539093,1.5605789422988892,1.4115594327449799
1,2,0.0,0,0.1490195095539093,0.1490195095539093,0.0
1,2,0.25,0,0.1490195095539093,0.15485236048698425,0.005832850933074951
1,2,0.5,0,0.1490195095539093,0.1732914298772812,0.024271920323371887
1,2,1.0,0,0.1490195095539093,0.26111432909965515,0.11209481954574585
1,2,2.0,0,0.1490195095539093,0.6520769596099854,0.503057450056076
1,3,0.0,0,0.1490195095539093,0.1490195095539093,0.0
1,3,0.25,0,0.1490195095539093,0.15293030440807343,0.0039107948541641235
1,3,0.5,0,0.1490195095539093,0.16435983777046204,0.015340328216552734
1,3,1.0,0,0.1490195095539093,0.21084386110305786,0.06182435154914856
1,3,2.0,0,0.1490195095539093,0.3616434633731842,0.2126239538192749
1,4,0.0,0,0.1490195095539093,0.1490195095539093,0.0
1,4,0.25,0,0.1490195095539093,0.15021391212940216,0.0011944025754928589
1,4,0.5,0,0.1490195095539093,0.15375083684921265,0.004731327295303345
1,4,1.0,0,0.1490195095539093,0.16705143451690674,0.018031924962997437
1,4,2.0,0,0.1490195095539093,0.2063474804162979,0.05732797086238861
1,5,0.0,0,0.1490195095539093,0.1490195095539093,0.0
1,5,0.25,0,0.1490195095539093,0.15006867051124573,0.0010491609573364258
1,5,0.5,0,0.1490195095539093,0.15196667611598969,0.0029471665620803833
1,5,1.0,0,0.1490195095539093,0.1602202206850052,0.011200711131095886
1,5,2.0,0,0.1490195095539093,0.18334132432937622,0.03432181477546692
1,6,0.0,0,0.1490195095539093,0.1490195095539093,0.0
1,6,0.25,0,0.1490195095539093,0.1503746509552002,0.0013551414012908936
1,6,0.5,0,0.1490195095539093,0.1533898115158081,0.004370301961898804
1,6,1.0,0,0.1490195095539093,0.1665748655796051,0.0175553560256958
1,6,2.0,0,0.1490195095539093,0.20472213625907898,0.05570262670516968
1,7,0.0,0,0.1490195095539093,0.1490195095539093,0.0
1,7,0.25,0,0.1490195095539093,0.1500522792339325,0.0010327696800231934
1,7,0.5,0,0.1490195095539093,0.15130075812339783,0.0022812485694885254
1,7,1.0,0,0.1490195095539093,0.15605923533439636,0.0070397257804870605
1,7,2.0,0,0.1490195095539093,0.17534556984901428,0.02632606029510498
1,8,0.0,0,0.1490195095539093,0.1490195095539093,0.0
1,8,0.25,0,0.1490195095539093,0.14899151027202606,-2.7999281883239746e-05
1,8,0.5,0,0.1490195095539093,0.15029945969581604,0.0012799501419067383
1,8,1.0,0,0.1490195095539093,0.1565561592578888,0.007536649703979492
1,8,2.0,0,0.1490195095539093,0.17933392524719238,0.03031441569328308
1,9,0.0,0,0.1490195095539093,0.1490195095539093,0.0
1,9,0.25,0,0.1490195095539093,0.15014679729938507,0.001127287745475769
1,9,0.5,0,0.1490195095539093,0.15253891050815582,0.003519400954246521
1,9,1.0,0,0.1490195095539093,0.15757232904434204,0.00855281949043274
1,9,2.0,0,0.1490195095539093,0.1702474057674408,0.021227896213531494
1,10,0.0,0,0.1490195095539093,0.1490195095539093,0.0
1,10,0.25,0,0.1490195095539093,0.14953204989433289,0.000512540340423584
1,10,0.5,0,0.1490195095539093,0.1514718383550644,0.0024523288011550903
1,10,1.0,0,0.1490195095539093,0.15647950768470764,0.00745999813079834
1,10,2.0,0,0.1490195095539093,0.17102055251598358,0.02200104296207428
1,11,0.0,0,0.1490195095539093,0.1490195095539093,0.0
1,11,0.25,0,0.1490195095539093,0.1490592062473297,3.9696693420410156e-05
1,11,0.5,0,0.1490195095539093,0.14939677715301514,0.00037726759910583496
1,11,1.0,0,0.1490195095539093,0.15256854891777039,0.003549039363861084
1,11,2.0,0,0.1490195095539093,0.16547757387161255,0.016458064317703247
1,12,0.0,0,0.1490195095539093,0.1490195095539093,0.0
1,12,0.25,0,0.1490195095539093,0.14808012545108795,-0.0009393841028213501
1,12,0.5,0,0.1490195095539093,0.14850229024887085,-0.0005172193050384521
1,12,1.0,0,0.1490195095539093,0.15180957317352295,0.0027900636196136475
1,12,2.0,0,0.1490195095539093,0.16459152102470398,0.015572011470794678
1,13,0.0,0,0.1490195095539093,0.1490195095539093,0.0
1,13,0.25,0,0.1490195095539093,0.14895690977573395,-6.2599778175354e-05
1,13,0.5,0,0.1490195095539093,0.14946018159389496,0.00044067203998565674
1,13,1.0,0,0.1490195095539093,0.15275278687477112,0.0037332773208618164
1,13,2.0,0,0.1490195095539093,0.16304096579551697,0.014021456241607666
1,14,0.0,0,0.1490195095539093,0.1490195095539093,0.0
1,14,0.25,0,0.1490195095539093,0.14994654059410095,0.0009270310401916504
1,14,0.5,0,0.1490195095539093,0.15085992217063904,0.0018404126167297363
1,14,1.0,0,0.1490195095539093,0.15330152213573456,0.004282012581825256
1,14,2.0,0,0.1490195095539093,0.16380548477172852,0.014785975217819214
1,15,0.0,0,0.1490195095539093,0.1490195095539093,0.0
1,15,0.25,0,0.1490195095539093,0.14903849363327026,1.8984079360961914e-05
1,15,0.5,0,0.1490195095539093,0.14924000203609467,0.00022049248218536377
1,15,1.0,0,0.1490195095539093,0.15049776434898376,0.0014782547950744629
1,15,2.0,0,0.1490195095539093,0.15828654170036316,0.009267032146453857
1,16,0.0,0,0.1490195095539093,0.1490195095539093,0.0
1,16,0.25,0,0.1490195095539093,0.14889764785766602,-0.00012186169624328613
1,16,0.5,0,0.1490195095539093,0.1491018533706665,8.234381675720215e-05
1,16,1.0,0,0.1490195095539093,0.15046875178813934,0.0014492422342300415
1,16,2.0,0,0.1490195095539093,0.1574784368276596,0.008458927273750305
1,17,0.0,0,0.1490195095539093,0.1490195095539093,0.0
1,17,0.25,0,0.1490195095539093,0.14951862394809723,0.0004991143941879272
1,17,0.5,0,0.1490195095539093,0.15040352940559387,0.0013840198516845703
1,17,1.0,0,0.1490195095539093,0.1525450199842453,0.0035255104303359985
1,17,2.0,0,0.1490195095539093,0.15887194871902466,0.009852439165115356
1,18,0.0,0,0.1490195095539093,0.1490195095539093,0.0
1,18,0.25,0,0.1490195095539093,0.14866061508655548,-0.0003588944673538208
1,18,0.5,0,0.1490195095539093,0.14865124225616455,-0.000368267297744751
1,18,1.0,0,0.1490195095539093,0.1506749391555786,0.0016554296016693115
1,18,2.0,0,0.1490195095539093,0.16256943345069885,0.01354992389678955
1,19,0.0,0,0.1490195095539093,0.1490195095539093,0.0
1,19,0.25,0,0.1490195095539093,0.14939624071121216,0.00037673115730285645
1,19,0.5,0,0.1490195095539093,0.1497865617275238,0.000767052173614502
1,19,1.0,0,0.1490195095539093,0.15105094015598297,0.0020314306020736694
1,19,2.0,0,0.1490195095539093,0.160502091050148,0.011482581496238708
1,20,0.0,0,0.1490195095539093,0.1490195095539093,0.0
1,20,0.25,0,0.1490195095539093,0.14989660680294037,0.0008770972490310669
1,20,0.5,0,0.1490195095539093,0.15117301046848297,0.0021535009145736694
1,20,1.0,0,0.1490195095539093,0.1542745977640152,0.005255088210105896
1,20,2.0,0,0.1490195095539093,0.16354843974113464,0.014528930187225342
1,21,0.0,0,0.1490195095539093,0.1490195095539093,0.0
1,21,0.25,0,0.1490195095539093,0.14875543117523193,-0.00026407837867736816
1,21,0.5,0,0.1490195095539093,0.14904150366783142,2.199411392211914e-05
1,21,1.0,0,0.1490195095539093,0.15156616270542145,0.002546653151512146
1,21,2.0,0,0.1490195095539093,0.16960975527763367,0.020590245723724365
1,22,0.0,0,0.1490195095539093,0.1490195095539093,0.0
1,22,0.25,0,0.1490195095539093,0.1494339108467102,0.0004144012928009033
1,22,0.5,0,0.1490195095539093,0.15040738880634308,0.0013878792524337769
1,22,1.0,0,0.1490195095539093,0.15425391495227814,0.0052344053983688354
1,22,2.0,0,0.1490195095539093,0.1672406941652298,0.018221184611320496
1,23,0.0,0,0.1490195095539093,0.1490195095539093,0.0
1,23,0.25,0,0.1490195095539093,0.14843134582042694,-0.0005881637334823608
1,23,0.5,0,0.1490195095539093,0.14849887788295746,-0.0005206316709518433
1,23,1.0,0,0.1490195095539093,0.1508255898952484,0.0018060803413391113
