layer,lag,is_within_ar_order,context_normalized_attention,raw_attention
0.0,1.0,1.0,0.2499922513961792,0.2499655932188034
0.0,2.0,1.0,0.24995002150535583,0.24995002150535583
0.0,3.0,1.0,6.403880661309813e-07,6.403880661309813e-07
0.0,4.0,1.0,1.3174396401821435e-14,1.3174396401821435e-14
0.0,5.0,1.0,7.614618672744083e-15,7.614618672744083e-15
0.0,6.0,1.0,3.826048089461409e-10,3.8256797729729897e-10
0.0,7.0,0.0,0.00036121680750511587,0.0003612155851442367
0.0,8.0,0.0,0.247969850897789,0.2479698359966278
0.0,9.0,0.0,0.0014329924015328288,0.0014329926343634725
0.0,10.0,0.0,7.652244171652e-09,7.652244171652e-09
0.0,11.0,0.0,2.1312780099785877e-12,2.1312780099785877e-12
0.0,12.0,0.0,1.6686861961656696e-11,1.6686861961656696e-11
0.0,13.0,0.0,0.00016608602891210467,0.00016608602891210467
0.0,14.0,0.0,0.24988101422786713,0.24988104403018951
0.0,15.0,0.0,8.936296580941416e-06,8.936296580941416e-06
0.0,16.0,0.0,4.3064788117930936e-14,4.3064788117930936e-14
0.0,17.0,0.0,2.86255260153443e-19,2.86255260153443e-19
0.0,18.0,0.0,2.2957366510583006e-19,2.295586466078334e-19
0.0,19.0,0.0,1.9658241257047848e-08,1.9654606830954435e-08
0.0,20.0,0.0,1.3566644838647335e-06,1.3564356322603999e-06
0.0,21.0,0.0,2.2647984110335528e-07,2.2647984110335528e-07
0.0,22.0,0.0,1.6128098205905883e-13,1.6128098205905883e-13
0.0,23.0,0.0,1.719421627261311e-17,1.719421627261311e-17
0.0,24.0,0.0,1.9771312360273095e-17,1.977131070591187e-17
0.0,25.0,0.0,9.717979459339388e-13,9.717977290935043e-13
0.0,26.0,0.0,7.837334692339937e-07,7.837334692339937e-07
0.0,27.0,0.0,0.0001816922303987667,0.0001816922303987667
0.0,28.0,0.0,2.414715254417388e-07,2.414715538634482e-07
0.0,29.0,0.0,1.8592922340632256e-12,1.8592922340632256e-12
0.0,30.0,0.0,3.0104518680560072e-15,3.0104516562977704e-15
0.0,31.0,0.0,1.2701737448286843e-13,1.2701737448286843e-13
0.0,32.0,0.0,5.2684536058222875e-05,5.2684536058222875e-05
1.0,1.0,1.0,0.0867985337972641,0.0840514525771141
1.0,2.0,1.0,0.14078406989574432,0.13668814301490784
1.0,3.0,1.0,0.1259678155183792,0.12323088943958282
1.0,4.0,1.0,0.10767235606908798,0.10424016416072845
1.0,5.0,1.0,0.08199391514062881,0.07956509292125702
1.0,6.0,1.0,0.07014112174510956,0.0669863149523735
1.0,7.0,0.0,0.055750638246536255,0.05378224328160286
1.0,8.0,0.0,0.04173312708735466,0.039999041706323624
1.0,9.0,0.0,0.03758061304688454,0.036366552114486694
1.0,10.0,0.0,0.030110148712992668,0.029022060334682465
1.0,11.0,0.0,0.024449093267321587,0.02379719354212284
1.0,12.0,0.0,0.01658370904624462,0.016135910525918007
1.0,13.0,0.0,0.01498761773109436,0.014612783677875996
1.0,14.0,0.0,0.012150024063885212,0.011835619807243347
1.0,15.0,0.0,0.012631748802959919,0.012366998940706253
1.0,16.0,0.0,0.011759569868445396,0.011496822349727154
1.0,17.0,0.0,0.012093368917703629,0.011846312321722507
1.0,18.0,0.0,0.010046886280179024,0.009776193648576736
1.0,19.0,0.0,0.008939510211348534,0.008678773418068886
1.0,20.0,0.0,0.009028838947415352,0.008692029863595963
1.0,21.0,0.0,0.010880916379392147,0.01046427059918642
1.0,22.0,0.0,0.011582295410335064,0.011119014583528042
1.0,23.0,0.0,0.011574848555028439,0.01113053597509861
1.0,24.0,0.0,0.010671205818653107,0.010216252878308296
1.0,25.0,0.0,0.00837800744920969,0.00799575261771679
1.0,26.0,0.0,0.007077454589307308,0.006724147126078606
1.0,27.0,0.0,0.006968370638787746,0.006645418703556061
1.0,28.0,0.0,0.005988068412989378,0.005736053921282291
1.0,29.0,0.0,0.005544037092477083,0.005337334703654051
1.0,30.0,0.0,0.004023206885904074,0.003876897506415844
1.0,31.0,0.0,0.0033074701204895973,0.0031601199880242348
1.0,32.0,0.0,0.002801388269290328,0.002652824157848954
