lag,true_lag,is_within_ar_order,true_lag_within_ar_order,mean_abs_delta,mean_squared_delta,mse_to_conditional_mean_after_perturb,mse_increase_to_conditional_mean
1.0,2.0,1.0,1.0,0.7967879772186279,1.6902438402175903,3.0754036903381348,-0.12271308898925781
2.0,3.0,1.0,0.0,0.7254924178123474,1.223184585571289,2.8824634552001953,-0.31565332412719727
3.0,4.0,0.0,0.0,0.1337488442659378,0.06382182240486145,3.102191925048828,-0.09592485427856445
4.0,5.0,0.0,0.0,0.13374608755111694,0.05307896435260773,3.002532720565796,-0.19558405876159668
5.0,6.0,0.0,0.0,0.10542972385883331,0.03553159162402153,3.0713062286376953,-0.12681055068969727
6.0,7.0,0.0,0.0,0.10906944423913956,0.03706789389252663,3.0386598110198975,-0.15945696830749512
7.0,8.0,0.0,0.0,0.10186869651079178,0.03381398692727089,3.120009183883667,-0.07810759544372559
8.0,9.0,0.0,0.0,0.11172084510326385,0.04025711119174957,3.0464248657226562,-0.15169191360473633
9.0,10.0,0.0,0.0,0.1077156513929367,0.03526907414197922,3.1113662719726562,-0.08675050735473633
10.0,11.0,0.0,0.0,0.11167724430561066,0.037964846938848495,3.0330820083618164,-0.16503477096557617
11.0,12.0,0.0,0.0,0.10754310339689255,0.03652515634894371,3.1151959896087646,-0.08292078971862793
12.0,13.0,0.0,0.0,0.10735513269901276,0.035573359578847885,3.0825154781341553,-0.1156013011932373
13.0,14.0,0.0,0.0,0.10158650577068329,0.03159536048769951,3.1090757846832275,-0.08904099464416504
14.0,15.0,0.0,0.0,0.09982199221849442,0.03040418215095997,3.1030614376068115,-0.09505534172058105
15.0,16.0,0.0,0.0,0.09747961163520813,0.029125502333045006,3.1232826709747314,-0.07483410835266113
16.0,17.0,0.0,0.0,0.10243519395589828,0.0320756621658802,3.0900065898895264,-0.10811018943786621
17.0,18.0,0.0,0.0,0.10599255561828613,0.03526145964860916,3.101916790008545,-0.09619998931884766
18.0,19.0,0.0,0.0,0.10586428642272949,0.03294195607304573,3.092034339904785,-0.10608243942260742
19.0,20.0,0.0,0.0,0.09849251061677933,0.030581867322325706,3.1068952083587646,-0.09122157096862793
20.0,21.0,0.0,0.0,0.10071218758821487,0.03133070096373558,3.087390184402466,-0.11072659492492676
21.0,22.0,0.0,0.0,0.09891603142023087,0.029224734753370285,3.1167984008789062,-0.08131837844848633
22.0,23.0,0.0,0.0,0.10556158423423767,0.03613360598683357,3.0919899940490723,-0.10612678527832031
23.0,24.0,0.0,0.0,0.10359200835227966,0.033414315432310104,3.1043736934661865,-0.09374308586120605
24.0,25.0,0.0,0.0,0.10942572355270386,0.03696528822183609,3.0843393802642822,-0.11377739906311035
25.0,26.0,0.0,0.0,0.10604383796453476,0.03437936305999756,3.0982842445373535,-0.09983253479003906
26.0,27.0,0.0,0.0,0.10179402679204941,0.031851161271333694,3.1275243759155273,-0.07059240341186523
27.0,28.0,0.0,0.0,0.10563943535089493,0.03661491349339485,3.0863378047943115,-0.11177897453308105
28.0,29.0,0.0,0.0,0.10441336780786514,0.031566862016916275,3.0977909564971924,-0.1003258228302002
29.0,30.0,0.0,0.0,0.10216908901929855,0.03329141438007355,3.1039648056030273,-0.09415197372436523
30.0,31.0,0.0,0.0,0.10011230409145355,0.029528897255659103,3.0892088413238525,-0.10890793800354004
31.0,32.0,0.0,0.0,0.08918533474206924,0.023359142243862152,3.1471920013427734,-0.05092477798461914
32.0,33.0,0.0,0.0,0.07656387239694595,0.01623724400997162,3.1452221870422363,-0.05289459228515625
