layer,lag,is_within_ar_order,context_normalized_attention,raw_attention
0.0,1.0,1.0,0.31039655208587646,0.3058072626590729
0.0,2.0,1.0,0.32255274057388306,0.3174135088920593
0.0,3.0,1.0,0.3234888017177582,0.31949833035469055
0.0,4.0,0.0,0.036768775433301926,0.034035179764032364
0.0,5.0,0.0,0.006383909378200769,0.005016366485506296
0.0,6.0,0.0,0.0003151257988065481,7.655553781660274e-05
0.0,7.0,0.0,3.528755541992723e-06,2.905952214860008e-06
0.0,8.0,0.0,8.323859219672158e-06,6.598871550522745e-06
0.0,9.0,0.0,8.943871762312483e-06,1.1727424862328917e-06
0.0,10.0,0.0,1.8073561705023167e-06,4.1529474970047886e-08
0.0,11.0,0.0,1.6567650362731e-08,4.61623447800541e-12
0.0,12.0,0.0,2.831572476491573e-10,1.369862881982209e-13
0.0,13.0,0.0,1.353574807794189e-09,8.441773668987906e-11
0.0,14.0,0.0,7.215600117405074e-09,1.387905484984131e-10
0.0,15.0,0.0,3.977617382133758e-07,2.029233586720025e-10
0.0,16.0,0.0,1.9742838048841804e-05,9.493770392055012e-08
0.0,17.0,0.0,4.915782483294606e-05,4.271301179414877e-07
0.0,18.0,0.0,1.3914648206991842e-06,2.7934754953662377e-08
0.0,19.0,0.0,8.243701721255547e-09,1.5770057482100697e-09
0.0,20.0,0.0,2.738873661201069e-07,2.7060909246756637e-07
0.0,21.0,0.0,4.558131649901043e-08,1.2971799190353295e-09
0.0,22.0,0.0,4.374508648652409e-07,4.3584719833233976e-07
0.0,23.0,0.0,1.045596985729813e-12,7.843868241562413e-13
0.0,24.0,0.0,1.6712270242057053e-18,3.7954498811689647e-22
0.0,25.0,0.0,3.4277591666633097e-16,3.4275061155703175e-16
0.0,26.0,0.0,1.5625196449209344e-12,1.5624061289534752e-12
0.0,27.0,0.0,2.0410517893865165e-12,2.041051572546082e-12
0.0,28.0,0.0,3.261803804485708e-13,3.261802449232992e-13
0.0,29.0,0.0,2.1778015137763053e-16,2.1755256421261514e-16
0.0,30.0,0.0,1.3195890335229842e-20,8.157234492010874e-23
0.0,31.0,0.0,3.1413773499440976e-20,2.046137873900751e-21
0.0,32.0,0.0,4.0523558356638125e-17,3.0955874539870024e-17
1.0,1.0,1.0,0.05564728006720543,0.05125557258725166
1.0,2.0,1.0,0.0492573045194149,0.04626874253153801
1.0,3.0,1.0,0.05254809930920601,0.05015448480844498
1.0,4.0,0.0,0.04664286971092224,0.04416804388165474
1.0,5.0,0.0,0.045766789466142654,0.04382302612066269
1.0,6.0,0.0,0.040371134877204895,0.038556087762117386
1.0,7.0,0.0,0.03842688724398613,0.03696321323513985
1.0,8.0,0.0,0.03598550707101822,0.034668296575546265
1.0,9.0,0.0,0.035592760890722275,0.034485574811697006
1.0,10.0,0.0,0.03391015902161598,0.03279676288366318
1.0,11.0,0.0,0.03295006975531578,0.03193328157067299
1.0,12.0,0.0,0.03133641928434372,0.030267447233200073
1.0,13.0,0.0,0.02952362410724163,0.028625456616282463
1.0,14.0,0.0,0.02917710319161415,0.02835797145962715
1.0,15.0,0.0,0.029385032132267952,0.02863370068371296
1.0,16.0,0.0,0.030037643387913704,0.029210327193140984
1.0,17.0,0.0,0.03253259137272835,0.031640276312828064
1.0,18.0,0.0,0.0321042574942112,0.031161390244960785
1.0,19.0,0.0,0.030367227271199226,0.02957974374294281
1.0,20.0,0.0,0.029623523354530334,0.0289290938526392
1.0,21.0,0.0,0.030605079606175423,0.02993863634765148
1.0,22.0,0.0,0.030214441940188408,0.02954072132706642
1.0,23.0,0.0,0.029360130429267883,0.02870982140302658
1.0,24.0,0.0,0.027271846309304237,0.026633370667696
1.0,25.0,0.0,0.023241881281137466,0.022713836282491684
1.0,26.0,0.0,0.020246751606464386,0.019787073135375977
1.0,27.0,0.0,0.019261062145233154,0.01882065087556839
1.0,28.0,0.0,0.018400195986032486,0.017941555008292198
1.0,29.0,0.0,0.01811157539486885,0.01760362833738327
1.0,30.0,0.0,0.017056019976735115,0.01660960726439953
1.0,31.0,0.0,0.012645052745938301,0.012294315733015537
1.0,32.0,0.0,0.012399671599268913,0.012071949429810047
