lag,true_lag,is_within_ar_order,true_lag_within_ar_order,mean_abs_delta,mean_squared_delta,mse_to_conditional_mean_after_perturb,mse_increase_to_conditional_mean
1.0,2.0,1.0,0.0,0.4037204682826996,0.4235592186450958,0.709326982498169,0.34721577167510986
2.0,3.0,0.0,0.0,0.035940513014793396,0.004163880832493305,0.36115556955337524,-0.0009556412696838379
3.0,4.0,0.0,0.0,0.04151204600930214,0.006985571701079607,0.3677860200405121,0.005674809217453003
4.0,5.0,0.0,0.0,0.0296002347022295,0.0030684699304401875,0.3631172776222229,0.0010060667991638184
5.0,6.0,0.0,0.0,0.029911644756793976,0.0033536700066179037,0.36356446146965027,0.0014532506465911865
6.0,7.0,0.0,0.0,0.02661219984292984,0.002830479061231017,0.3624080717563629,0.000296860933303833
7.0,8.0,0.0,0.0,0.029523296281695366,0.0033844108693301678,0.3634663224220276,0.0013551115989685059
8.0,9.0,0.0,0.0,0.02972272038459778,0.0034361996222287416,0.36371949315071106,0.0016082823276519775
9.0,10.0,0.0,0.0,0.030951134860515594,0.0037065797951072454,0.3633843660354614,0.0012731552124023438
10.0,11.0,0.0,0.0,0.03250963240861893,0.004595288075506687,0.3643762469291687,0.002265036106109619
11.0,12.0,0.0,0.0,0.033442422747612,0.004901669453829527,0.3634459376335144,0.0013347268104553223
12.0,13.0,0.0,0.0,0.034872137010097504,0.005707283038645983,0.36255842447280884,0.00044721364974975586
13.0,14.0,0.0,0.0,0.03571707755327225,0.0059478506445884705,0.3637736141681671,0.0016624033451080322
14.0,15.0,0.0,0.0,0.03682297468185425,0.006717243231832981,0.3634917140007019,0.0013805031776428223
15.0,16.0,0.0,0.0,0.035576775670051575,0.006245961878448725,0.3624313175678253,0.00032010674476623535
16.0,17.0,0.0,0.0,0.036770958453416824,0.007118532434105873,0.36553508043289185,0.0034238696098327637
17.0,18.0,0.0,0.0,0.036182112991809845,0.006089620757848024,0.364933580160141,0.002822369337081909
18.0,19.0,0.0,0.0,0.039391860365867615,0.007944535464048386,0.36598798632621765,0.0038767755031585693
19.0,20.0,0.0,0.0,0.03836636245250702,0.0070317592471838,0.3664041757583618,0.004292964935302734
20.0,21.0,0.0,0.0,0.040110912173986435,0.008093727752566338,0.36788174510002136,0.00577053427696228
21.0,22.0,0.0,0.0,0.037041474133729935,0.0061859930865466595,0.3633897602558136,0.0012785494327545166
22.0,23.0,0.0,0.0,0.03950192406773567,0.007584997918456793,0.3615539073944092,-0.0005573034286499023
23.0,24.0,0.0,0.0,0.03965754434466362,0.00703373271971941,0.3617747724056244,-0.0003364384174346924
24.0,25.0,0.0,0.0,0.039899419993162155,0.007969610393047333,0.3639264404773712,0.0018152296543121338
25.0,26.0,0.0,0.0,0.03896916285157204,0.006978005636483431,0.36593595147132874,0.0038247406482696533
26.0,27.0,0.0,0.0,0.039125822484493256,0.006498738192021847,0.36152398586273193,-0.0005872249603271484
27.0,28.0,0.0,0.0,0.036528248339891434,0.005703873001039028,0.3614744246006012,-0.0006367862224578857
28.0,29.0,0.0,0.0,0.03472189977765083,0.005369362886995077,0.3634674549102783,0.0013562440872192383
29.0,30.0,0.0,0.0,0.032890934497117996,0.0052179815247654915,0.36310717463493347,0.0009959638118743896
30.0,31.0,0.0,0.0,0.03302595391869545,0.0050874510779976845,0.3651301860809326,0.003018975257873535
31.0,32.0,0.0,0.0,0.030722104012966156,0.0037493142299354076,0.3639627695083618,0.0018515586853027344
32.0,33.0,0.0,0.0,0.02916874550282955,0.0029173330403864384,0.3614160120487213,-0.0006951987743377686
