test_ar_order,lag,is_within_ar_order,base_mse_to_conditional_mean,mse_after_permutation,mse_increase_after_permutation,mean_abs_forecast_change
1,1,1,0.15552982687950134,1.0633596181869507,0.9078297913074493,0.6504490375518799
1,2,0,0.15552982687950134,0.4011484682559967,0.24561864137649536,0.3343519866466522
1,3,0,0.15552982687950134,0.2180253118276596,0.062495484948158264,0.24538561701774597
1,4,0,0.15552982687950134,0.18782958388328552,0.03229975700378418,0.21745625138282776
1,5,0,0.15552982687950134,0.16828545928001404,0.012755632400512695,0.1291591227054596
1,6,0,0.15552982687950134,0.16853339970111847,0.013003572821617126,0.14147250354290009
1,7,0,0.15552982687950134,0.16680073738098145,0.011270910501480103,0.12959949672222137
1,8,0,0.15552982687950134,0.16546207666397095,0.009932249784469604,0.12596777081489563
1,9,0,0.15552982687950134,0.16786184906959534,0.012332022190093994,0.11416380107402802
1,10,0,0.15552982687950134,0.1625487506389618,0.007018923759460449,0.11038040369749069
1,11,0,0.15552982687950134,0.16229145228862762,0.006761625409126282,0.10944619029760361
1,12,0,0.15552982687950134,0.16327829658985138,0.007748469710350037,0.1102779358625412
1,13,0,0.15552982687950134,0.1644487977027893,0.008918970823287964,0.11082521826028824
1,14,0,0.15552982687950134,0.15998230874538422,0.0044524818658828735,0.10755477100610733
1,15,0,0.15552982687950134,0.16393941640853882,0.008409589529037476,0.10911785066127777
1,16,0,0.15552982687950134,0.16242820024490356,0.006898373365402222,0.10800304263830185
1,17,0,0.15552982687950134,0.16325168311595917,0.007721856236457825,0.10548380762338638
1,18,0,0.15552982687950134,0.16236881911754608,0.006838992238044739,0.09967896342277527
1,19,0,0.15552982687950134,0.16009683907032013,0.004567012190818787,0.09812135994434357
1,20,0,0.15552982687950134,0.1636369228363037,0.008107095956802368,0.09560912847518921
1,21,0,0.15552982687950134,0.15995939075946808,0.004429563879966736,0.09110600501298904
1,22,0,0.15552982687950134,0.16067393124103546,0.005144104361534119,0.086815744638443
1,23,0,0.15552982687950134,0.15571005642414093,0.0001802295446395874,0.08937927335500717
1,24,0,0.15552982687950134,0.1559596061706543,0.0004297792911529541,0.08471591025590897
1,25,0,0.15552982687950134,0.16014598309993744,0.004616156220436096,0.08438902348279953
1,26,0,0.15552982687950134,0.15608173608779907,0.0005519092082977295,0.08423612266778946
1,27,0,0.15552982687950134,0.15799687802791595,0.002467051148414612,0.08089499175548553
1,28,0,0.15552982687950134,0.15755610167980194,0.002026274800300598,0.08054694533348083
1,29,0,0.15552982687950134,0.15875644981861115,0.0032266229391098022,0.07844306528568268
1,30,0,0.15552982687950134,0.15656119585037231,0.0010313689708709717,0.0787469819188118
1,31,0,0.15552982687950134,0.16096080839633942,0.005430981516838074,0.08144458383321762
1,32,0,0.15552982687950134,0.15585990250110626,0.00033007562160491943,0.0707520991563797
2,1,1,0.19104883074760437,1.6703965663909912,1.4793477356433868,0.7875836491584778
2,2,1,0.19104883074760437,1.2438095808029175,1.052760750055313,0.6581847071647644
2,3,0,0.19104883074760437,0.5172807574272156,0.3262319266796112,0.3515892028808594
2,4,0,0.19104883074760437,0.3541368842124939,0.16308805346488953,0.2913006544113159
2,5,0,0.19104883074760437,0.24612247943878174,0.05507364869117737,0.15684667229652405
2,6,0,0.19104883074760437,0.2514874339103699,0.0604386031627655,0.177179753780365
2,7,0,0.19104883074760437,0.2283979207277298,0.03734908998012543,0.14290450513362885
2,8,0,0.19104883074760437,0.22895082831382751,0.037901997566223145,0.15262600779533386
2,9,0,0.19104883074760437,0.22046509385108948,0.029416263103485107,0.12836891412734985
2,10,0,0.19104883074760437,0.23091350495815277,0.0398646742105484,0.13846252858638763
2,11,0,0.19104883074760437,0.22228148579597473,0.03123265504837036,0.12611038982868195
2,12,0,0.19104883074760437,0.22305910289287567,0.0320102721452713,0.13243497908115387
2,13,0,0.19104883074760437,0.2297559231519699,0.03870709240436554,0.12775513529777527
2,14,0,0.19104883074760437,0.22132907807826996,0.03028024733066559,0.1280796229839325
2,15,0,0.19104883074760437,0.22491459548473358,0.03386576473712921,0.12844660878181458
2,16,0,0.19104883074760437,0.22567634284496307,0.034627512097358704,0.1273270547389984
2,17,0,0.19104883074760437,0.22249393165111542,0.03144510090351105,0.12696553766727448
2,18,0,0.19104883074760437,0.2217068374156952,0.03065800666809082,0.12526719272136688
2,19,0,0.19104883074760437,0.21865622699260712,0.027607396245002747,0.1158524677157402
2,20,0,0.19104883074760437,0.21742811799049377,0.026379287242889404,0.11479263007640839
2,21,0,0.19104883074760437,0.21687491238117218,0.02582608163356781,0.11241120100021362
2,22,0,0.19104883074760437,0.2131272703409195,0.022078439593315125,0.11091894656419754
2,23,0,0.19104883074760437,0.21648092567920685,0.025432094931602478,0.105132557451725
2,24,0,0.19104883074760437,0.20844601094722748,0.017397180199623108,0.09965023398399353
2,25,0,0.19104883074760437,0.21165680885314941,0.020607978105545044,0.10123186558485031
2,26,0,0.19104883074760437,0.21134455502033234,0.020295724272727966,0.09822118282318115
2,27,0,0.19104883074760437,0.21423238515853882,0.023183554410934448,0.09835636615753174
2,28,0,0.19104883074760437,0.21943366527557373,0.02838483452796936,0.10204698890447617
2,29,0,0.19104883074760437,0.21512949466705322,0.024080663919448853,0.09431689977645874
2,30,0,0.19104883074760437,0.20740310847759247,0.016354277729988098,0.09397426247596741
2,31,0,0.19104883074760437,0.2118719220161438,0.02082309126853943,0.09431184828281403
2,32,0,0.19104883074760437,0.20315998792648315,0.012111157178878784,0.08696431666612625
3,1,1,0.28736230731010437,2.6805431842803955,2.393180876970291,1.0148049592971802
3,2,1,0.28736230731010437,2.2456119060516357,1.9582495987415314,0.9084843397140503
3,3,1,0.28736230731010437,1.4984817504882812,1.2111194431781769,0.6786869168281555
3,4,0,0.28736230731010437,0.6912164092063904,0.403854101896286,0.3991183042526245
3,5,0,0.28736230731010437,0.4215732514858246,0.13421094417572021,0.20170257985591888
3,6,0,0.28736230731010437,0.435497522354126,0.1481352150440216,0.22624725103378296
3,7,0,0.28736230731010437,0.38171613216400146,0.0943538248538971,0.1783706396818161
3,8,0,0.28736230731010437,0.3906254172325134,0.10326310992240906,0.1937509924173355
3,9,0,0.28736230731010437,0.36171114444732666,0.07434883713722229,0.16365386545658112
3,10,0,0.28736230731010437,0.3636647164821625,0.0763024091720581,0.1700461357831955
3,11,0,0.28736230731010437,0.35802924633026123,0.07066693902015686,0.1525706797838211
3,12,0,0.28736230731010437,0.3495011031627655,0.06213879585266113,0.16219721734523773
3,13,0,0.28736230731010437,0.34228116273880005,0.05491885542869568,0.1546369343996048
3,14,0,0.28736230731010437,0.3613080382347107,0.07394573092460632,0.16327185928821564
3,15,0,0.28736230731010437,0.3550216257572174,0.06765931844711304,0.15077026188373566
3,16,0,0.28736230731010437,0.3600509762763977,0.07268866896629333,0.15939036011695862
3,17,0,0.28736230731010437,0.3481009006500244,0.060738593339920044,0.14985714852809906
3,18,0,0.28736230731010437,0.3502529561519623,0.06289064884185791,0.15816614031791687
3,19,0,0.28736230731010437,0.35579341650009155,0.06843110918998718,0.1431129276752472
3,20,0,0.28736230731010437,0.33787453174591064,0.050512224435806274,0.1412251591682434
3,21,0,0.28736230731010437,0.34441620111465454,0.05705389380455017,0.13496455550193787
3,22,0,0.28736230731010437,0.3311902582645416,0.043827950954437256,0.1335090696811676
3,23,0,0.28736230731010437,0.3442716598510742,0.05690935254096985,0.13321807980537415
3,24,0,0.28736230731010437,0.3412754535675049,0.05391314625740051,0.13238361477851868
3,25,0,0.28736230731010437,0.3373556137084961,0.049993306398391724,0.12665970623493195
