test_ar_order,layer,lag,is_within_ar_order,distributed_context_normalized_attention
2,0,6,0,0.0723595917224884
2,0,7,0,0.0723595917224884
2,0,8,0,0.0723595917224884
2,0,9,0,0.02119261771440506
2,0,10,0,0.02119261771440506
2,0,11,0,0.02119261771440506
2,0,12,0,0.02119261771440506
2,0,13,0,0.01792701706290245
2,0,14,0,0.01792701706290245
2,0,15,0,0.01792701706290245
2,0,16,0,0.01792701706290245
2,0,17,0,0.015718847513198853
2,0,18,0,0.015718847513198853
2,0,19,0,0.015718847513198853
2,0,20,0,0.015718847513198853
2,0,21,0,0.014204805716872215
2,0,22,0,0.014204805716872215
2,0,23,0,0.014204805716872215
2,0,24,0,0.014204805716872215
2,0,25,0,0.014472978189587593
2,0,26,0,0.014472978189587593
2,0,27,0,0.014472978189587593
2,0,28,0,0.014472978189587593
2,0,29,0,0.01583605445921421
2,0,30,0,0.01583605445921421
2,0,31,0,0.01583605445921421
2,0,32,0,0.01583605445921421
2,1,1,1,0.04907364025712013
2,1,2,1,0.04907364025712013
2,1,3,0,0.04907364025712013
2,1,4,0,0.04907364025712013
2,1,5,0,0.03692254424095154
2,1,6,0,0.03692254424095154
2,1,7,0,0.03692254424095154
2,1,8,0,0.03692254424095154
2,1,9,0,0.03374626114964485
2,1,10,0,0.03374626114964485
2,1,11,0,0.03374626114964485
2,1,12,0,0.03374626114964485
2,1,13,0,0.03164844959974289
2,1,14,0,0.03164844959974289
2,1,15,0,0.03164844959974289
2,1,16,0,0.03164844959974289
2,1,17,0,0.029864931479096413
2,1,18,0,0.029864931479096413
2,1,19,0,0.029864931479096413
2,1,20,0,0.029864931479096413
2,1,21,0,0.027915628626942635
2,1,22,0,0.027915628626942635
2,1,23,0,0.027915628626942635
2,1,24,0,0.027915628626942635
2,1,25,0,0.023129597306251526
2,1,26,0,0.023129597306251526
2,1,27,0,0.023129597306251526
2,1,28,0,0.023129597306251526
2,1,29,0,0.017698984593153
2,1,30,0,0.017698984593153
2,1,31,0,0.017698984593153
2,1,32,0,0.017698984593153
3,0,1,1,0.07824023813009262
3,0,2,1,0.07824023813009262
3,0,3,1,0.07824023813009262
3,0,4,0,0.07824023813009262
3,0,5,0,0.07241059839725494
3,0,6,0,0.07241059839725494
3,0,7,0,0.07241059839725494
3,0,8,0,0.07241059839725494
3,0,9,0,0.02057902328670025
3,0,10,0,0.02057902328670025
3,0,11,0,0.02057902328670025
3,0,12,0,0.02057902328670025
3,0,13,0,0.017791034653782845
3,0,14,0,0.017791034653782845
3,0,15,0,0.017791034653782845
3,0,16,0,0.017791034653782845
3,0,17,0,0.015625782310962677
3,0,18,0,0.015625782310962677
3,0,19,0,0.015625782310962677
3,0,20,0,0.015625782310962677
3,0,21,0,0.01470911130309105
3,0,22,0,0.01470911130309105
3,0,23,0,0.01470911130309105
3,0,24,0,0.01470911130309105
3,0,25,0,0.014519579708576202
3,0,26,0,0.014519579708576202
3,0,27,0,0.014519579708576202
3,0,28,0,0.014519579708576202
3,0,29,0,0.01612461544573307
3,0,30,0,0.01612461544573307
3,0,31,0,0.01612461544573307
3,0,32,0,0.01612461544573307
3,1,1,1,0.04931820556521416
3,1,2,1,0.04931820556521416
3,1,3,1,0.04931820556521416
3,1,4,0,0.04931820556521416
3,1,5,0,0.03735985979437828
3,1,6,0,0.03735985979437828
3,1,7,0,0.03735985979437828
3,1,8,0,0.03735985979437828
3,1,9,0,0.03379969671368599
3,1,10,0,0.03379969671368599
3,1,11,0,0.03379969671368599
3,1,12,0,0.03379969671368599
3,1,13,0,0.03169224038720131
3,1,14,0,0.03169224038720131
3,1,15,0,0.03169224038720131
3,1,16,0,0.03169224038720131
3,1,17,0,0.029532259330153465
3,1,18,0,0.029532259330153465
3,1,19,0,0.029532259330153465
3,1,20,0,0.029532259330153465
3,1,21,0,0.02723662182688713
3,1,22,0,0.02723662182688713
3,1,23,0,0.02723662182688713
3,1,24,0,0.02723662182688713
3,1,25,0,0.023226788267493248
3,1,26,0,0.023226788267493248
3,1,27,0,0.023226788267493248
3,1,28,0,0.023226788267493248
3,1,29,0,0.017834356054663658
3,1,30,0,0.017834356054663658
3,1,31,0,0.017834356054663658
3,1,32,0,0.017834356054663658
4,0,1,1,0.07825353741645813
4,0,2,1,0.07825353741645813
4,0,3,1,0.07825353741645813
4,0,4,1,0.07825353741645813
4,0,5,0,0.07259959727525711
4,0,6,0,0.07259959727525711
4,0,7,0,0.07259959727525711
4,0,8,0,0.07259959727525711
4,0,9,0,0.021250078454613686
4,0,10,0,0.021250078454613686
4,0,11,0,0.021250078454613686
4,0,12,0,0.021250078454613686
4,0,13,0,0.01759573444724083
4,0,14,0,0.01759573444724083
4,0,15,0,0.01759573444724083
4,0,16,0,0.01759573444724083
4,0,17,0,0.015379395335912704
4,0,18,0,0.015379395335912704
4,0,19,0,0.015379395335912704
4,0,20,0,0.015379395335912704
4,0,21,0,0.013951278291642666
4,0,22,0,0.013951278291642666
4,0,23,0,0.013951278291642666
4,0,24,0,0.013951278291642666
4,0,25,0,0.014637062326073647
4,0,26,0,0.014637062326073647
4,0,27,0,0.014637062326073647
4,0,28,0,0.014637062326073647
4,0,29,0,0.016333315521478653
4,0,30,0,0.016333315521478653
4,0,31,0,0.016333315521478653
4,0,32,0,0.016333315521478653
4,1,1,1,0.049176137894392014
4,1,2,1,0.049176137894392014
4,1,3,1,0.049176137894392014
4,1,4,1,0.049176137894392014
4,1,5,0,0.038165029138326645
4,1,6,0,0.038165029138326645
4,1,7,0,0.038165029138326645
4,1,8,0,0.038165029138326645
4,1,9,0,0.033557526767253876
4,1,10,0,0.033557526767253876
4,1,11,0,0.033557526767253876
4,1,12,0,0.033557526767253876
4,1,13,0,0.03138504549860954
4,1,14,0,0.03138504549860954
4,1,15,0,0.03138504549860954
4,1,16,0,0.03138504549860954
4,1,17,0,0.029565175995230675
4,1,18,0,0.029565175995230675
4,1,19,0,0.029565175995230675
4,1,20,0,0.029565175995230675
4,1,21,0,0.02769063226878643
4,1,22,0,0.02769063226878643
4,1,23,0,0.02769063226878643
4,1,24,0,0.02769063226878643
4,1,25,0,0.02295627072453499
4,1,26,0,0.02295627072453499
4,1,27,0,0.02295627072453499
4,1,28,0,0.02295627072453499
4,1,29,0,0.01750415563583374
4,1,30,0,0.01750415563583374
4,1,31,0,0.01750415563583374
4,1,32,0,0.01750415563583374
5,0,1,1,0.07859472930431366
5,0,2,1,0.07859472930431366
5,0,3,1,0.07859472930431366
5,0,4,1,0.07859472930431366
5,0,5,1,0.07252702862024307
5,0,6,0,0.07252702862024307
5,0,7,0,0.07252702862024307
5,0,8,0,0.07252702862024307
5,0,9,0,0.0211216751486063
5,0,10,0,0.0211216751486063
5,0,11,0,0.0211216751486063
5,0,12,0,0.0211216751486063
5,0,13,0,0.01770002767443657
5,0,14,0,0.01770002767443657
5,0,15,0,0.01770002767443657
5,0,16,0,0.01770002767443657
5,0,17,0,0.01587594673037529
5,0,18,0,0.01587594673037529
5,0,19,0,0.01587594673037529
5,0,20,0,0.01587594673037529
5,0,21,0,0.014144138433039188
5,0,22,0,0.014144138433039188
5,0,23,0,0.014144138433039188
5,0,24,0,0.014144138433039188
5,0,25,0,0.013840563595294952
5,0,26,0,0.013840563595294952
5,0,27,0,0.013840563595294952
5,0,28,0,0.013840563595294952
5,0,29,0,0.016195902600884438
5,0,30,0,0.016195902600884438
5,0,31,0,0.016195902600884438
5,0,32,0,0.016195902600884438
5,1,1,1,0.04925670102238655
5,1,2,1,0.04925670102238655
5,1,3,1,0.04925670102238655
5,1,4,1,0.04925670102238655
5,1,5,1,0.03790394589304924
5,1,6,0,0.03790394589304924
5,1,7,0,0.03790394589304924
5,1,8,0,0.03790394589304924
5,1,9,0,0.03396105393767357
5,1,10,0,0.03396105393767357
5,1,11,0,0.03396105393767357
5,1,12,0,0.03396105393767357
5,1,13,0,0.03147333860397339
5,1,14,0,0.03147333860397339
5,1,15,0,0.03147333860397339
5,1,16,0,0.03147333860397339
5,1,17,0,0.029466910287737846
5,1,18,0,0.029466910287737846
5,1,19,0,0.029466910287737846
5,1,20,0,0.029466910287737846
5,1,21,0,0.027560865506529808
5,1,22,0,0.027560865506529808
5,1,23,0,0.027560865506529808
5,1,24,0,0.027560865506529808
5,1,25,0,0.02285052090883255
5,1,26,0,0.02285052090883255
5,1,27,0,0.02285052090883255
5,1,28,0,0.02285052090883255
5,1,29,0,0.0175266582518816
5,1,30,0,0.0175266582518816
5,1,31,0,0.0175266582518816
5,1,32,0,0.0175266582518816
6,0,1,1,0.07825745642185211
6,0,2,1,0.07825745642185211
6,0,3,1,0.07825745642185211
6,0,4,1,0.07825745642185211
6,0,5,1,0.0724763348698616
6,0,6,1,0.0724763348698616
6,0,7,0,0.0724763348698616
6,0,8,0,0.0724763348698616
6,0,9,0,0.021169697865843773
6,0,10,0,0.021169697865843773
6,0,11,0,0.021169697865843773
6,0,12,0,0.021169697865843773
6,0,13,0,0.01780131086707115
6,0,14,0,0.01780131086707115
6,0,15,0,0.01780131086707115
6,0,16,0,0.01780131086707115
6,0,17,0,0.015914512798190117
6,0,18,0,0.015914512798190117
6,0,19,0,0.015914512798190117
6,0,20,0,0.015914512798190117
6,0,21,0,0.013817605562508106
6,0,22,0,0.013817605562508106
6,0,23,0,0.013817605562508106
6,0,24,0,0.013817605562508106
6,0,25,0,0.014480304904282093
6,0,26,0,0.014480304904282093
6,0,27,0,0.014480304904282093
6,0,28,0,0.014480304904282093
6,0,29,0,0.016082776710391045
6,0,30,0,0.016082776710391045
6,0,31,0,0.016082776710391045
6,0,32,0,0.016082776710391045
6,1,1,1,0.0485222265124321
6,1,2,1,0.0485222265124321
6,1,3,1,0.0485222265124321
6,1,4,1,0.0485222265124321
6,1,5,1,0.03839372843503952
6,1,6,1,0.03839372843503952
6,1,7,0,0.03839372843503952
6,1,8,0,0.03839372843503952
6,1,9,0,0.034093789756298065
6,1,10,0,0.034093789756298065
6,1,11,0,0.034093789756298065
6,1,12,0,0.034093789756298065
6,1,13,0,0.031675539910793304
6,1,14,0,0.031675539910793304
6,1,15,0,0.031675539910793304
6,1,16,0,0.031675539910793304
6,1,17,0,0.029708808287978172
6,1,18,0,0.029708808287978172
6,1,19,0,0.029708808287978172
6,1,20,0,0.029708808287978172
6,1,21,0,0.02730986289680004
6,1,22,0,0.02730986289680004
6,1,23,0,0.02730986289680004
6,1,24,0,0.02730986289680004
6,1,25,0,0.022829288616776466
6,1,26,0,0.022829288616776466
6,1,27,0,0.022829288616776466
6,1,28,0,0.022829288616776466
6,1,29,0,0.01746678724884987
6,1,30,0,0.01746678724884987
6,1,31,0,0.01746678724884987
6,1,32,0,0.01746678724884987
7,0,1,1,0.07858254015445709
7,0,2,1,0.07858254015445709
7,0,3,1,0.07858254015445709
7,0,4,1,0.07858254015445709
7,0,5,1,0.0729336366057396
7,0,6,1,0.0729336366057396
7,0,7,1,0.0729336366057396
7,0,8,0,0.0729336366057396
7,0,9,0,0.02100232243537903
7,0,10,0,0.02100232243537903
7,0,11,0,0.02100232243537903
7,0,12,0,0.02100232243537903
7,0,13,0,0.018104054033756256
7,0,14,0,0.018104054033756256
7,0,15,0,0.018104054033756256
7,0,16,0,0.018104054033756256
7,0,17,0,0.015536773018538952
7,0,18,0,0.015536773018538952
7,0,19,0,0.015536773018538952
7,0,20,0,0.015536773018538952
7,0,21,0,0.013835713267326355
7,0,22,0,0.013835713267326355
7,0,23,0,0.013835713267326355
7,0,24,0,0.013835713267326355
7,0,25,0,0.014150358736515045
7,0,26,0,0.014150358736515045
7,0,27,0,0.014150358736515045
7,0,28,0,0.014150358736515045
7,0,29,0,0.015854578465223312
7,0,30,0,0.015854578465223312
7,0,31,0,0.015854578465223312
7,0,32,0,0.015854578465223312
7,1,1,1,0.0484018549323082
7,1,2,1,0.0484018549323082
7,1,3,1,0.0484018549323082
7,1,4,1,0.0484018549323082
7,1,5,1,0.03826181963086128
7,1,6,1,0.03826181963086128
7,1,7,1,0.03826181963086128
7,1,8,0,0.03826181963086128
7,1,9,0,0.034216899424791336
7,1,10,0,0.034216899424791336
7,1,11,0,0.034216899424791336
7,1,12,0,0.034216899424791336
7,1,13,0,0.031744446605443954
7,1,14,0,0.031744446605443954
7,1,15,0,0.031744446605443954
7,1,16,0,0.031744446605443954
7,1,17,0,0.029616566374897957
7,1,18,0,0.029616566374897957
7,1,19,0,0.029616566374897957
7,1,20,0,0.029616566374897957
7,1,21,0,0.02762221358716488
7,1,22,0,0.02762221358716488
7,1,23,0,0.02762221358716488
7,1,24,0,0.02762221358716488
7,1,25,0,0.022814851254224777
7,1,26,0,0.022814851254224777
7,1,27,0,0.022814851254224777
7,1,28,0,0.022814851254224777
7,1,29,0,0.017321357503533363
7,1,30,0,0.017321357503533363
7,1,31,0,0.017321357503533363
7,1,32,0,0.017321357503533363
