lag,true_lag,is_within_ar_order,true_lag_within_ar_order,mean_abs_delta,mean_squared_delta,mse_to_conditional_mean_after_perturb,mse_increase_to_conditional_mean
1.0,1.0,1.0,1.0,1.5094447135925293,7.242661952972412,9.833617210388184,6.593939542770386
2.0,2.0,1.0,1.0,1.3733434677124023,6.327183723449707,9.31213092803955,6.072453260421753
3.0,3.0,1.0,1.0,1.0629703998565674,3.1218175888061523,6.354416847229004,3.114739179611206
4.0,4.0,1.0,1.0,0.44308042526245117,0.5952345132827759,3.944650173187256,0.704972505569458
5.0,5.0,1.0,1.0,0.4515809118747711,0.7260240912437439,4.1308159828186035,0.8911383152008057
6.0,6.0,1.0,1.0,0.43315547704696655,0.5937485098838806,3.873342514038086,0.6336648464202881
7.0,7.0,1.0,1.0,0.4227837920188904,0.5606498122215271,3.950223207473755,0.710545539855957
8.0,8.0,0.0,0.0,0.4244050979614258,0.5646625757217407,3.815424919128418,0.5757472515106201
9.0,9.0,0.0,0.0,0.3940579891204834,0.4986485540866852,3.8231937885284424,0.5835161209106445
10.0,10.0,0.0,0.0,0.37080463767051697,0.4647716283798218,3.7538676261901855,0.5141899585723877
11.0,11.0,0.0,0.0,0.3285540044307709,0.36525416374206543,3.6785404682159424,0.43886280059814453
12.0,12.0,0.0,0.0,0.29489803314208984,0.27952250838279724,3.5274908542633057,0.2878131866455078
13.0,13.0,0.0,0.0,0.23526550829410553,0.19004970788955688,3.4486727714538574,0.20899510383605957
14.0,14.0,0.0,0.0,0.21756234765052795,0.16473543643951416,3.410118818283081,0.1704411506652832
15.0,15.0,0.0,0.0,0.18302330374717712,0.11135068535804749,3.3659069538116455,0.12622928619384766
16.0,16.0,0.0,0.0,0.1823551058769226,0.11309659481048584,3.363582134246826,0.12390446662902832
17.0,17.0,0.0,0.0,0.17035506665706635,0.11118826270103455,3.352010726928711,0.11233305931091309
18.0,18.0,0.0,0.0,0.16331380605697632,0.09336671233177185,3.3823275566101074,0.14264988899230957
19.0,19.0,0.0,0.0,0.15097478032112122,0.08789627254009247,3.314307451248169,0.0746297836303711
20.0,20.0,0.0,0.0,0.14736826717853546,0.07773609459400177,3.3288533687591553,0.08917570114135742
21.0,21.0,0.0,0.0,0.14954859018325806,0.08468614518642426,3.3287723064422607,0.08909463882446289
22.0,22.0,0.0,0.0,0.15820014476776123,0.0899016261100769,3.3497066497802734,0.11002898216247559
23.0,23.0,0.0,0.0,0.16404516994953156,0.09676385670900345,3.3246078491210938,0.0849301815032959
24.0,24.0,0.0,0.0,0.16268154978752136,0.09593363851308823,3.3447988033294678,0.10512113571166992
25.0,25.0,0.0,0.0,0.14852283895015717,0.08417068421840668,3.308931589126587,0.06925392150878906
26.0,26.0,0.0,0.0,0.14529584348201752,0.07606049627065659,3.33192777633667,0.09225010871887207
27.0,27.0,0.0,0.0,0.13248391449451447,0.06151415407657623,3.2843408584594727,0.044663190841674805
28.0,28.0,0.0,0.0,0.12483154982328415,0.05263620987534523,3.297492027282715,0.05781435966491699
29.0,29.0,0.0,0.0,0.10823887586593628,0.038403481245040894,3.258439779281616,0.01876211166381836
30.0,30.0,0.0,0.0,0.09865023195743561,0.034038934856653214,3.275845766067505,0.03616809844970703
31.0,31.0,0.0,0.0,0.08959894627332687,0.02662474848330021,3.2466673851013184,0.006989717483520508
32.0,32.0,0.0,0.0,0.08343671262264252,0.023893626406788826,3.259336233139038,0.019658565521240234
