layer,lag,is_within_ar_order,context_normalized_attention,raw_attention
0.0,1.0,1.0,0.3428139090538025,0.27443090081214905
0.0,2.0,1.0,0.12988393008708954,0.09553489834070206
0.0,3.0,1.0,0.2837772071361542,0.26113125681877136
0.0,4.0,1.0,0.20069563388824463,0.19997423887252808
0.0,5.0,1.0,0.03228731080889702,0.030653202906250954
0.0,6.0,1.0,0.000673956295941025,0.0003319581737741828
0.0,7.0,1.0,3.836531323031522e-05,3.836098039755598e-05
0.0,8.0,0.0,3.0068251362536103e-05,2.5867411750368774e-05
0.0,9.0,0.0,0.0005529074696823955,0.0005528910551220179
0.0,10.0,0.0,0.0013497021282091737,0.0013497008476406336
0.0,11.0,0.0,7.059788185870275e-05,7.059783092699945e-05
0.0,12.0,0.0,1.8374200294601906e-07,1.814300958358217e-07
0.0,13.0,0.0,2.160762457847909e-09,2.156736789160618e-09
0.0,14.0,0.0,1.108065461608021e-08,2.0705468450898934e-09
0.0,15.0,0.0,2.1414123239082983e-06,6.104813792262576e-07
0.0,16.0,0.0,4.017090304841986e-06,3.996621671831235e-06
0.0,17.0,0.0,3.5306829886394553e-06,3.021979182449286e-06
0.0,18.0,0.0,0.0008260199683718383,3.8054872675274964e-06
0.0,19.0,0.0,5.6060165661619976e-05,8.675432638938219e-08
0.0,20.0,0.0,1.983819629458594e-06,8.52165385367698e-07
0.0,21.0,0.0,0.000354767864337191,3.924762495444156e-06
0.0,22.0,0.0,0.0006379272090271115,0.0006378780235536397
0.0,23.0,0.0,0.005315008107572794,0.0053150043822824955
0.0,24.0,0.0,0.0005157631821930408,0.0005157625419087708
0.0,25.0,0.0,6.9053389779583085e-06,6.905333520990098e-06
0.0,26.0,0.0,6.363834472722374e-07,6.363828219946299e-07
0.0,27.0,0.0,2.25047483581875e-06,2.139258185707149e-06
0.0,28.0,0.0,3.559973993105814e-05,3.559970355127007e-05
0.0,29.0,0.0,6.220198702067137e-05,6.220193608896807e-05
0.0,30.0,0.0,1.4363425862029544e-06,1.4363416767082526e-06
0.0,31.0,0.0,2.5348203536168512e-09,2.534817911126197e-09
0.0,32.0,0.0,2.3642511559618384e-11,2.364249247766015e-11
1.0,1.0,1.0,0.17013676464557648,0.16374853253364563
1.0,2.0,1.0,0.06948443502187729,0.066033735871315
1.0,3.0,1.0,0.07030592858791351,0.06736107170581818
1.0,4.0,1.0,0.05971570685505867,0.0574311800301075
1.0,5.0,1.0,0.05999350920319557,0.058055292814970016
1.0,6.0,1.0,0.061224017292261124,0.059130944311618805
1.0,7.0,1.0,0.05467444285750389,0.05289719998836517
1.0,8.0,0.0,0.049668632447719574,0.0479009672999382
1.0,9.0,0.0,0.04292839765548706,0.041654907166957855
1.0,10.0,0.0,0.04002636298537254,0.038865506649017334
1.0,11.0,0.0,0.034905605018138885,0.03397271782159805
1.0,12.0,0.0,0.03215404972434044,0.031234318390488625
1.0,13.0,0.0,0.02689228020608425,0.026070108637213707
1.0,14.0,0.0,0.02365092933177948,0.022909486666321754
1.0,15.0,0.0,0.019237427040934563,0.018609190359711647
1.0,16.0,0.0,0.01725366897881031,0.01663324423134327
1.0,17.0,0.0,0.01601741649210453,0.015471532940864563
1.0,18.0,0.0,0.016534145921468735,0.01586754247546196
1.0,19.0,0.0,0.01637032814323902,0.015670236200094223
1.0,20.0,0.0,0.01573825441300869,0.014994755387306213
1.0,21.0,0.0,0.014707976020872593,0.014027207158505917
1.0,22.0,0.0,0.013407722115516663,0.012801113538444042
1.0,23.0,0.0,0.012699326500296593,0.012168663553893566
1.0,24.0,0.0,0.012373055331408978,0.011859788559377193
1.0,25.0,0.0,0.011692083440721035,0.011226506903767586
1.0,26.0,0.0,0.009913714602589607,0.009485576301813126
1.0,27.0,0.0,0.007937858812510967,0.0076017496176064014
1.0,28.0,0.0,0.0062454394064843655,0.005965241231024265
1.0,29.0,0.0,0.005432720296084881,0.005194202531129122
1.0,30.0,0.0,0.003544340142980218,0.0033757661003619432
1.0,31.0,0.0,0.002761176787316799,0.0026343921199440956
1.0,32.0,0.0,0.002372299088165164,0.0022652517072856426
