lag,true_lag,is_within_ar_order,true_lag_within_ar_order,mean_abs_delta,mean_squared_delta,mse_to_conditional_mean_after_perturb,mse_increase_to_conditional_mean
1.0,1.0,1.0,1.0,0.5324986577033997,0.663773775100708,0.8651610016822815,-0.26581698656082153
2.0,2.0,0.0,0.0,0.04777225852012634,0.0065206303261220455,1.138574242591858,0.007596254348754883
3.0,3.0,0.0,0.0,0.05395013466477394,0.009206939488649368,1.0583728551864624,-0.07260513305664062
4.0,4.0,0.0,0.0,0.04202662780880928,0.005268280394375324,1.1126757860183716,-0.018302202224731445
5.0,5.0,0.0,0.0,0.04260550066828728,0.005988509394228458,1.1067118644714355,-0.02426612377166748
6.0,6.0,0.0,0.0,0.041972216218709946,0.006164820399135351,1.115446925163269,-0.015531063079833984
7.0,7.0,0.0,0.0,0.043880172073841095,0.007121983449906111,1.1017475128173828,-0.029230475425720215
8.0,8.0,0.0,0.0,0.04429673030972481,0.007824004627764225,1.1029213666915894,-0.028056621551513672
9.0,9.0,0.0,0.0,0.045262351632118225,0.0073553165420889854,1.101794719696045,-0.029183268547058105
10.0,10.0,0.0,0.0,0.04648691788315773,0.008535865694284439,1.0990924835205078,-0.031885504722595215
11.0,11.0,0.0,0.0,0.04643847048282623,0.007773942779749632,1.0993921756744385,-0.03158581256866455
12.0,12.0,0.0,0.0,0.04924003779888153,0.009828041307628155,1.0933279991149902,-0.03764998912811279
13.0,13.0,0.0,0.0,0.051106665283441544,0.010621192865073681,1.0934033393859863,-0.0375746488571167
14.0,14.0,0.0,0.0,0.05089718848466873,0.010644979774951935,1.0946943759918213,-0.03628361225128174
15.0,15.0,0.0,0.0,0.04976588487625122,0.008979633450508118,1.0950640439987183,-0.035913944244384766
16.0,16.0,0.0,0.0,0.04950685799121857,0.009443918243050575,1.093982219696045,-0.036995768547058105
17.0,17.0,0.0,0.0,0.048799194395542145,0.009162817150354385,1.0841784477233887,-0.046799540519714355
18.0,18.0,0.0,0.0,0.05142770707607269,0.012349692173302174,1.0727187395095825,-0.05825924873352051
19.0,19.0,0.0,0.0,0.05187087878584862,0.01075545884668827,1.087066411972046,-0.04391157627105713
20.0,20.0,0.0,0.0,0.054083362221717834,0.01305312942713499,1.0803402662277222,-0.05063772201538086
21.0,21.0,0.0,0.0,0.05293182283639908,0.01099455263465643,1.0890228748321533,-0.04195511341094971
22.0,22.0,0.0,0.0,0.05476292595267296,0.01238031405955553,1.07799232006073,-0.05298566818237305
23.0,23.0,0.0,0.0,0.053080495446920395,0.011491460725665092,1.0841127634048462,-0.046865224838256836
24.0,24.0,0.0,0.0,0.053304169327020645,0.01099828165024519,1.084484577178955,-0.04649341106414795
25.0,25.0,0.0,0.0,0.05335143953561783,0.011584214866161346,1.0809330940246582,-0.050044894218444824
26.0,26.0,0.0,0.0,0.05116948112845421,0.00989422108978033,1.0879361629486084,-0.04304182529449463
27.0,27.0,0.0,0.0,0.05156677961349487,0.011231514625251293,1.0890835523605347,-0.04189443588256836
28.0,28.0,0.0,0.0,0.04775795340538025,0.01029555406421423,1.09010648727417,-0.040871500968933105
29.0,29.0,0.0,0.0,0.04383920505642891,0.00649884482845664,1.0975825786590576,-0.03339540958404541
30.0,30.0,0.0,0.0,0.043104127049446106,0.0067900922149419785,1.0985608100891113,-0.0324171781539917
31.0,31.0,0.0,0.0,0.04011578485369682,0.005031585227698088,1.1214300394058228,-0.009547948837280273
32.0,32.0,0.0,0.0,0.04054851457476616,0.005001172423362732,1.1308817863464355,-9.620189666748047e-05
