layer,lag,is_within_ar_order,context_normalized_attention,raw_attention
0.0,1.0,1.0,0.25853654742240906,0.2585325241088867
0.0,2.0,1.0,0.23021462559700012,0.2301732748746872
0.0,3.0,1.0,0.26001742482185364,0.2600151300430298
0.0,4.0,1.0,0.2501385807991028,0.2501385807991028
0.0,5.0,1.0,1.2690783478319645e-05,1.2690782568824943e-05
0.0,6.0,0.0,2.08803772883126e-11,2.087605262268699e-11
0.0,7.0,0.0,2.4350950145191064e-09,2.434956680730238e-09
0.0,8.0,0.0,5.216317688905292e-08,5.215259690771745e-08
0.0,9.0,0.0,6.392804152710596e-08,6.391486095935761e-08
0.0,10.0,0.0,6.733831014571479e-06,6.733830559824128e-06
0.0,11.0,0.0,2.1317170251222706e-09,2.1317168030776656e-09
0.0,12.0,0.0,5.709646080584441e-13,5.708468094924035e-13
0.0,13.0,0.0,5.224966570516187e-10,5.224600752029573e-10
0.0,14.0,0.0,9.983741620089859e-07,9.981864650399075e-07
0.0,15.0,0.0,0.00013630474859382957,0.0001362764451187104
0.0,16.0,0.0,4.291027653380297e-05,4.290176002541557e-05
0.0,17.0,0.0,3.3961370604629337e-07,3.3954719924622623e-07
0.0,18.0,0.0,1.244499081565209e-08,1.2442422203662318e-08
0.0,19.0,0.0,9.454513616447002e-08,9.452580940205735e-08
0.0,20.0,0.0,3.4064440114889294e-05,3.4057407901855186e-05
0.0,21.0,0.0,0.000814739556517452,0.000814570696093142
0.0,22.0,0.0,4.229905971442349e-05,4.229471960570663e-05
0.0,23.0,0.0,1.492107685407973e-06,1.4921065485395957e-06
0.0,24.0,0.0,1.896431362641282e-12,1.896095476808246e-12
0.0,25.0,0.0,1.730541572672259e-13,1.7301863609354984e-13
0.0,26.0,0.0,6.182292525136468e-12,6.181026610679874e-12
0.0,27.0,0.0,3.133882875427929e-10,3.133229509177937e-10
0.0,28.0,0.0,1.0348039092278327e-10,1.0345915790743732e-10
0.0,29.0,0.0,1.1734554300479871e-11,1.1734487513626046e-11
0.0,30.0,0.0,1.2781078135071559e-15,1.2778619621942153e-15
0.0,31.0,0.0,9.409914533570229e-16,9.407982239659305e-16
0.0,32.0,0.0,3.0101116911540604e-12,3.0099347493595108e-12
1.0,1.0,1.0,0.07629333436489105,0.06968220323324203
1.0,2.0,1.0,0.07061437517404556,0.06346294283866882
1.0,3.0,1.0,0.0793282762169838,0.07423876225948334
1.0,4.0,1.0,0.04413682967424393,0.04209176450967789
1.0,5.0,1.0,0.05398906022310257,0.05095890909433365
1.0,6.0,0.0,0.04890874773263931,0.04637659341096878
1.0,7.0,0.0,0.042027853429317474,0.0402083694934845
1.0,8.0,0.0,0.03942902013659477,0.0381300263106823
1.0,9.0,0.0,0.0389830619096756,0.03765241056680679
1.0,10.0,0.0,0.036803003400564194,0.03608207404613495
1.0,11.0,0.0,0.03446144983172417,0.03377196192741394
1.0,12.0,0.0,0.030631817877292633,0.030004803091287613
1.0,13.0,0.0,0.028446964919567108,0.02785278484225273
1.0,14.0,0.0,0.025671133771538734,0.025131486356258392
1.0,15.0,0.0,0.02387627772986889,0.023435130715370178
1.0,16.0,0.0,0.022829532623291016,0.022431189194321632
1.0,17.0,0.0,0.022085165604948997,0.021705731749534607
1.0,18.0,0.0,0.021919436752796173,0.02145901508629322
1.0,19.0,0.0,0.02047871984541416,0.019978707656264305
1.0,20.0,0.0,0.02019161731004715,0.019703807309269905
1.0,21.0,0.0,0.0208120159804821,0.020325466990470886
1.0,22.0,0.0,0.02226383052766323,0.021772440522909164
1.0,23.0,0.0,0.022227609530091286,0.021635588258504868
1.0,24.0,0.0,0.02152227982878685,0.02096976712346077
1.0,25.0,0.0,0.020836111158132553,0.020286977291107178
1.0,26.0,0.0,0.019952822476625443,0.019432926550507545
1.0,27.0,0.0,0.018501803278923035,0.018025586381554604
1.0,28.0,0.0,0.017417557537555695,0.017024090513586998
1.0,29.0,0.0,0.01516308169811964,0.01483601052314043
1.0,30.0,0.0,0.014504358172416687,0.01417236402630806
1.0,31.0,0.0,0.013154203072190285,0.012831428088247776
1.0,32.0,0.0,0.01253864448517561,0.012141294777393341
